0.015135,0
-0.0037811,0.046052
0.011573,0.092103
0.00026989,0.13816
-0.013457,0.18421
-0.0027619,0.23026
-0.014904,0.27631
0.018887,0.32236
-0.0047795,0.36841
-0.0086172,0.41447
4.4344e-05,0.46052
-0.0020201,0.50657
0.0092138,0.55262
4.1085e-05,0.59867
-0.019074,0.64472
0.021296,0.69078
0.022003,0.73683
0.014031,0.78288
-0.014584,0.82893
-0.0085353,0.87498
0.0027926,0.92103
-0.017038,0.96709
-0.023161,1.0131
-0.056799,1.0592
-0.079713,1.1052
-0.10458,1.1513
-0.11803,1.1973
-0.12834,1.2434
-0.14907,1.2894
-0.15776,1.3355
-0.13974,1.3816
-0.11459,1.4276
-0.11694,1.4737
-0.086277,1.5197
-0.089769,1.5658
-0.043358,1.6118
-0.021685,1.6579
0.010346,1.7039
0.032805,1.75
0.070545,1.796
0.084633,1.8421
0.11142,1.8881
0.16419,1.9342
0.20421,1.9802
0.21204,2.0263
0.24773,2.0723
0.27611,2.1184
0.31419,2.1644
0.36252,2.2105
0.36297,2.2565
0.40696,2.3026
0.42855,2.3486
0.45476,2.3947
0.48583,2.4407
0.5107,2.4868
0.53745,2.5328
0.55067,2.5789
0.57477,2.6249
0.60312,2.671
0.62615,2.7171
0.644,2.7631
0.66033,2.8092
0.67243,2.8552
0.67753,2.9013
0.67778,2.9473
0.71369,2.9934
0.71333,3.0394
0.71694,3.0855
0.72292,3.1315
0.73403,3.1776
0.74661,3.2236
0.76219,3.2697
0.76077,3.3157
0.75211,3.3618
0.75282,3.4078
0.75392,3.4539
0.75841,3.4999
0.74931,3.546
0.75489,3.592
0.74756,3.6381
0.74613,3.6841
0.74371,3.7302
0.75561,3.7762
0.75217,3.8223
0.7411,3.8683
0.75113,3.9144
0.73683,3.9604
0.73589,4.0065
0.73652,4.0525
0.72204,4.0986
0.71631,4.1447
0.73104,4.1907
0.71596,4.2368
0.71629,4.2828
0.71823,4.3289
0.69895,4.3749
0.69573,4.421
0.7009,4.467
0.69117,4.5131
0.67921,4.5591
0.69935,4.6052
0.68208,4.6512
0.69465,4.6973
0.67024,4.7433
0.67647,4.7894
0.67782,4.8354
0.66854,4.8815
0.68342,4.9275
0.66448,4.9736
0.64682,5.0196
0.67719,5.0657
0.64227,5.1117
0.6553,5.1578
0.65638,5.2038
0.66276,5.2499
0.65567,5.2959
0.6685,5.342
0.65963,5.388
0.65091,5.4341
0.66314,5.4802
0.653,5.5262
0.65819,5.5723
0.65658,5.6183
0.65381,5.6644
0.67995,5.7104
0.64838,5.7565
0.65623,5.8025
0.65803,5.8486
0.66625,5.8946
0.65571,5.9407
0.66678,5.9867
0.64625,6.0328
0.67526,6.0788
0.66161,6.1249
0.65763,6.1709
0.64463,6.217
0.64723,6.263
0.65447,6.3091
0.6367,6.3551
0.66021,6.4012
0.65055,6.4472
0.6735,6.4933
0.68043,6.5393
0.65631,6.5854
0.66481,6.6314
0.66011,6.6775
0.64874,6.7235
0.6699,6.7696
0.65403,6.8157
0.64134,6.8617
0.66705,6.9078
0.66022,6.9538
0.6615,6.9999
0.6498,7.0459
0.66808,7.092
0.66206,7.138
0.6609,7.1841
0.65927,7.2301
0.67256,7.2762
0.68254,7.3222
0.64959,7.3683
0.67165,7.4143
0.6651,7.4604
0.66517,7.5064
0.67539,7.5525
0.66744,7.5985
0.66399,7.6446
0.67872,7.6906
0.66509,7.7367
0.66517,7.7827
0.68887,7.8288
0.65979,7.8748
0.66349,7.9209
0.67789,7.9669
0.67946,8.013
0.66321,8.059
0.65563,8.1051
0.67823,8.1512
0.67176,8.1972
0.6731,8.2433
0.66256,8.2893
0.67888,8.3354
0.65953,8.3814
0.67205,8.4275
0.66541,8.4735
